serial,English,Physics,Chemistry,Mathematics,ComputerScience,Biology,PhysicalEducation,Economics,Accountancy,BusinessStudies
216217,2,3,1,5,0,5,0,0,0,0
220344,5,0,0,8,0,0,0,3,5,4
768,3,1,2,3,0,2,0,0,0,0
196308,3,0,0,1,0,0,0,1,1,1
216067,2,2,2,1,0,0,2,0,0,0
220922,6,8,8,8,0,0,4,0,0,0
212466,5,4,6,7,0,0,7,0,0,0
130021,5,3,4,8,0,0,5,0,0,0
31060,7,5,3,7,4,0,0,0,0,0
128749,2,2,3,2,3,0,0,0,0,0
120111,1,3,5,3,0,0,3,0,0,0
17525,5,1,1,1,1,0,0,0,0,0
218928,2,3,5,1,3,0,0,0,0,0
84374,1,1,2,1,0,3,0,0,0,0
206356,3,4,6,6,0,0,2,0,0,0
117564,3,4,3,1,2,0,0,0,0,0
92609,7,5,4,2,0,0,3,0,0,0
193961,2,6,4,7,0,3,0,0,0,0
118446,6,0,0,7,0,0,0,5,5,6
96002,4,3,6,1,0,0,3,0,0,0
97996,4,2,3,2,2,0,0,0,0,0
119081,4,0,0,8,0,0,0,3,8,5
17955,6,6,8,7,0,0,8,0,0,0
138784,1,2,4,2,0,0,1,0,0,0
147248,3,6,6,8,0,0,1,0,0,0
23721,5,3,5,5,0,0,5,0,0,0
92610,2,0,0,5,0,0,0,3,3,3
222425,6,5,3,6,5,0,0,0,0,0
13350,6,0,0,4,0,0,0,4,2,2
100341,3,5,6,5,6,0,0,0,0,0
179615,2,4,3,6,5,0,0,0,0,0
111131,3,8,8,6,5,0,0,0,0,0
201863,3,2,3,3,0,4,0,0,0,0
153135,5,1,2,1,0,0,2,0,0,0
174118,4,4,3,5,0,4,0,0,0,0
89762,5,5,4,5,0,0,3,0,0,0
10392,5,6,7,5,0,0,6,0,0,0
7740,1,2,3,3,0,2,0,0,0,0
186235,4,6,7,8,0,6,0,0,0,0
123660,5,4,3,6,6,0,0,0,0,0
220471,4,0,0,5,0,0,0,3,2,2
188299,4,7,6,8,0,0,3,0,0,0
74210,4,7,7,6,0,0,3,0,0,0
213387,2,0,0,3,0,0,0,4,2,2
179311,5,0,0,4,0,0,0,5,2,3
74278,2,3,3,3,0,0,1,0,0,0
182786,1,3,3,2,0,0,5,0,0,0
213742,3,3,3,3,6,0,0,0,0,0
158739,2,4,5,6,0,6,0,0,0,0
150773,4,5,7,6,0,6,0,0,0,0
14992,3,4,3,4,0,0,2,0,0,0
132478,4,6,6,4,6,0,0,0,0,0
148082,6,8,6,8,0,0,7,0,0,0
118379,2,7,8,7,0,0,3,0,0,0
98569,3,4,4,7,0,4,0,0,0,0
161487,1,3,4,3,0,0,3,0,0,0
180395,2,5,5,7,0,4,0,0,0,0
60394,2,1,1,1,1,0,0,0,0,0
112146,1,2,3,7,0,2,0,0,0,0
93280,1,2,1,1,2,0,0,0,0,0
31652,4,6,3,3,0,0,4,0,0,0
16245,2,1,2,1,2,0,0,0,0,0
205025,1,2,2,4,2,0,0,0,0,0
49110,5,6,8,6,6,0,0,0,0,0
79284,1,1,2,1,0,0,1,0,0,0
52572,1,1,1,1,1,0,0,0,0,0
117045,4,4,2,3,0,0,2,0,0,0
173733,1,3,2,3,0,0,2,0,0,0
26110,4,2,4,5,5,0,0,0,0,0
148448,2,2,2,3,0,0,1,0,0,0
103573,2,5,6,3,0,0,0,3,0,0
59602,8,4,6,6,0,0,2,0,0,0
118840,3,3,3,6,0,0,1,0,0,0
191339,1,1,1,2,0,1,0,0,0,0
69965,2,4,3,7,5,0,0,0,0,0
192994,3,5,3,6,0,0,2,0,0,0
148523,4,6,7,3,0,0,7,0,0,0
87535,8,7,3,4,0,0,2,0,0,0
114470,1,3,2,5,0,3,0,0,0,0
153733,1,1,1,1,0,0,1,0,0,0
8017,4,4,2,4,6,0,0,0,0,0
142457,1,2,4,3,0,0,3,0,0,0
124288,3,3,2,2,0,0,1,0,0,0
131600,2,1,1,1,1,0,0,0,0,0
141924,1,4,3,2,0,4,0,0,0,0
49917,3,3,3,7,0,0,5,0,0,0
179970,5,7,6,4,0,0,1,0,0,0
187839,1,0,0,3,0,0,0,1,3,1
167876,3,1,1,1,1,0,0,0,0,0
4252,4,0,0,5,0,0,0,1,4,3
187935,3,4,5,6,0,0,1,0,0,0
100706,2,1,1,1,3,0,0,0,0,0
12676,3,2,2,2,0,0,3,0,0,0
52598,6,3,3,4,0,0,5,0,0,0
196549,2,2,3,2,4,0,0,0,0,0
43979,1,4,5,4,3,0,0,0,0,0
126422,3,3,4,3,7,0,0,0,0,0
201554,1,0,0,2,0,0,0,1,1,2
91063,7,6,7,8,0,0,4,0,0,0
70374,4,4,6,3,0,0,7,0,0,0
65592,2,4,4,6,0,6,0,0,0,0
56316,1,1,1,1,1,0,0,0,0,0
99951,4,2,5,2,0,0,2,0,0,0
39622,1,3,2,3,0,0,2,0,0,0
96530,1,1,1,1,1,0,0,0,0,0
79378,2,1,2,2,3,0,0,0,0,0
188513,4,1,1,4,0,0,2,0,0,0
138336,2,0,0,5,0,0,0,3,2,6
22510,1,3,4,3,0,0,0,4,0,0
73766,5,0,0,7,0,0,0,4,4,4
101653,1,0,0,2,0,0,0,1,1,1
203005,4,5,4,5,0,0,1,0,0,0
32026,2,5,5,8,0,5,0,0,0,0
42428,2,3,1,2,0,2,0,0,0,0
211110,2,7,2,2,4,0,0,0,0,0
166391,3,1,3,3,1,0,0,0,0,0
214133,1,4,2,3,1,0,0,0,0,0
191653,8,8,5,3,0,0,4,0,0,0
10058,2,0,0,6,0,0,0,1,2,1
31282,1,5,3,4,0,0,2,0,0,0
106490,2,0,0,4,0,0,0,3,1,4
7809,4,3,3,4,0,0,2,0,0,0
69810,1,2,1,3,0,0,3,0,0,0
102184,5,4,3,3,0,0,2,0,0,0
111643,2,0,0,2,0,0,0,2,1,3
94293,6,7,6,5,0,0,6,0,0,0
132729,2,3,6,5,0,0,7,0,0,0
86617,4,4,5,4,3,0,0,0,0,0
25454,4,5,7,5,3,0,0,0,0,0
2415,2,1,1,1,2,0,0,0,0,0
154346,1,3,6,5,0,0,5,0,0,0
115983,2,6,5,4,0,0,4,0,0,0
158093,5,5,6,7,0,0,5,0,0,0
77272,5,7,8,8,0,0,2,0,0,0
60579,2,1,1,1,0,0,1,0,0,0
161594,3,2,2,1,0,0,2,0,0,0
1653,6,8,4,3,0,0,1,0,0,0
4242,1,1,1,2,0,0,0,1,0,0
24784,1,2,3,4,5,0,0,0,0,0
14204,4,2,2,2,0,0,1,0,0,0
49993,2,1,1,1,0,1,0,0,0,0
94719,1,0,0,5,0,0,0,1,3,2
40886,2,4,1,3,2,0,0,0,0,0
182607,3,6,6,6,0,0,6,0,0,0
75350,6,4,2,4,0,0,5,0,0,0
98827,3,8,7,6,0,0,4,0,0,0
92924,5,7,6,4,5,0,0,0,0,0
18676,5,4,4,6,0,0,4,0,0,0
106838,1,2,1,1,2,0,0,0,0,0
36755,7,8,8,5,0,0,5,0,0,0
139760,2,3,4,4,8,0,0,0,0,0
187113,1,1,1,3,0,1,0,0,0,0
94603,1,5,2,7,0,4,0,0,0,0
218038,3,0,0,2,0,0,0,1,1,1
109255,2,3,5,1,5,0,0,0,0,0
171118,3,8,7,6,0,0,2,0,0,0
218827,1,2,2,1,4,0,0,0,0,0
74651,1,4,2,4,0,0,0,1,0,0
83463,3,4,4,3,0,0,2,0,0,0
170662,6,5,3,4,0,2,0,0,0,0
116536,7,6,5,7,0,0,4,0,0,0
135769,2,3,6,7,6,0,0,0,0,0
39480,6,5,5,2,0,0,7,0,0,0
167790,2,6,3,5,0,0,3,0,0,0
20867,1,1,2,1,0,0,1,0,0,0
25694,1,1,3,1,0,1,0,0,0,0
167087,1,7,5,4,5,0,0,0,0,0
27616,3,6,7,8,7,0,0,0,0,0
42228,5,4,3,3,0,0,5,0,0,0
102572,1,3,3,2,0,0,3,0,0,0
159702,3,5,7,6,0,0,1,0,0,0
1570,1,1,4,3,4,0,0,0,0,0
81359,3,3,3,7,2,0,0,0,0,0
6609,3,6,7,6,0,7,0,0,0,0
163430,5,6,6,8,0,0,4,0,0,0
217033,3,0,0,5,0,0,0,3,2,2
20837,2,2,1,3,5,0,0,0,0,0
26842,1,0,0,1,0,0,0,1,1,1
109284,4,3,2,4,0,0,6,0,0,0
102227,1,5,3,4,0,6,0,0,0,0
30097,2,2,3,2,2,0,0,0,0,0
106943,3,0,0,2,0,0,0,2,2,2
191300,1,1,1,3,0,0,1,0,0,0
102822,5,7,4,7,6,0,0,0,0,0
181548,4,0,0,3,0,0,0,1,2,1
92346,3,8,5,4,6,0,0,0,0,0
37686,5,4,3,2,0,1,0,0,0,0
101608,2,6,4,3,6,0,0,0,0,0
65281,3,8,6,3,0,5,0,0,0,0
172555,7,6,3,3,4,0,0,0,0,0
68583,2,2,3,3,0,0,1,0,0,0
75355,1,2,2,1,0,0,3,0,0,0
4837,1,1,1,1,0,1,0,0,0,0
56449,6,7,7,7,0,8,0,0,0,0
102374,3,0,0,8,0,0,0,6,4,5
56483,7,8,5,5,0,0,4,0,0,0
580,1,2,2,2,0,0,1,0,0,0
218094,3,1,1,1,0,0,2,0,0,0
185840,1,3,3,3,3,0,0,0,0,0
186838,4,6,5,4,0,0,5,0,0,0
165638,5,7,3,4,6,0,0,0,0,0
197297,5,0,0,7,0,0,0,5,7,6
81766,4,2,2,2,0,0,2,0,0,0
66890,2,0,0,2,0,0,0,1,1,1
157136,6,0,0,6,0,0,8,0,4,7
38828,2,4,3,2,0,0,3,0,0,0
91579,1,1,2,1,0,0,3,0,0,0
82351,5,7,8,7,5,0,0,0,0,0
47814,6,6,6,4,0,0,6,0,0,0
222354,3,4,4,6,0,0,7,0,0,0
3618,1,2,5,3,0,2,0,0,0,0
131357,2,2,3,2,0,0,1,0,0,0
64943,1,1,2,2,0,2,0,0,0,0
204281,4,4,3,3,0,4,0,0,0,0
171404,3,0,0,1,0,0,0,2,1,1
66045,6,0,0,7,0,0,0,4,3,7
141154,5,6,4,5,0,5,0,0,0,0
201543,5,0,0,8,0,0,0,4,6,4
92770,2,4,2,4,0,0,1,0,0,0
141636,6,4,7,6,0,6,0,0,0,0
80372,1,0,0,8,0,0,1,0,2,1
18929,1,0,0,2,0,0,0,2,3,1
97443,4,3,3,5,5,0,0,0,0,0
900,4,3,7,6,7,0,0,0,0,0
176502,2,1,2,2,0,0,3,0,0,0
3904,2,5,3,8,5,0,0,0,0,0
49103,3,2,1,1,1,0,0,0,0,0
141179,1,5,5,3,0,0,2,0,0,0
120613,1,2,3,2,3,0,0,0,0,0
96185,5,6,5,7,3,0,0,0,0,0
38929,3,4,7,4,0,4,0,0,0,0
130826,5,2,3,5,0,0,4,0,0,0
101218,5,5,5,6,0,0,3,0,0,0
106680,2,1,1,1,0,0,2,0,0,0
216402,1,0,0,6,0,0,0,2,1,1
51995,2,0,0,5,0,0,0,2,3,2
87798,5,3,4,5,0,0,4,0,0,0
164530,2,3,4,3,0,2,0,0,0,0
31617,4,4,4,3,0,0,1,0,0,0
116108,6,3,4,8,0,0,6,0,0,0
39766,3,6,4,6,0,0,1,0,0,0
3614,6,8,7,5,0,0,4,0,0,0
36630,3,1,1,1,1,0,0,0,0,0
119920,3,5,1,4,0,0,2,0,0,0
5085,1,0,0,7,0,0,0,2,2,1
18940,4,3,2,2,0,0,2,0,0,0
210258,2,0,0,6,0,0,0,1,3,1
56802,2,0,0,3,0,0,0,1,1,1
51499,4,6,8,8,0,0,6,0,0,0
108803,4,7,4,7,4,0,0,0,0,0
94194,5,3,2,3,0,0,4,0,0,0
203878,5,0,0,5,0,0,0,1,3,1
101669,2,2,4,2,1,0,0,0,0,0
176356,5,5,8,5,0,0,2,0,0,0
155824,5,0,0,4,0,0,0,1,2,3
66422,4,8,7,8,0,0,4,0,0,0
18466,3,4,4,4,4,0,0,0,0,0
127879,3,0,0,3,0,0,0,1,1,1
94383,3,7,6,5,7,0,0,0,0,0
56509,1,3,3,1,0,0,0,1,0,0
40188,2,8,8,8,0,0,2,0,0,0
21998,6,5,7,8,0,0,8,0,0,0
196208,6,8,7,6,0,0,3,0,0,0
45307,7,5,2,5,0,0,2,0,0,0
112367,1,0,0,1,0,0,0,1,1,1
82222,3,5,5,7,5,0,0,0,0,0
8825,2,0,0,8,0,0,0,5,5,5
178552,7,3,4,2,0,0,6,0,0,0
179672,1,1,4,3,0,1,0,0,0,0
117801,4,4,5,3,0,0,1,0,0,0
7078,5,7,7,8,0,0,4,0,0,0
160813,1,0,0,3,0,0,0,1,1,1
128089,1,4,3,5,0,3,0,0,0,0
97357,6,7,5,6,0,0,7,0,0,0
70490,5,0,0,6,0,0,0,2,2,4
169434,1,2,1,4,2,0,0,0,0,0
170668,3,3,3,6,0,0,2,0,0,0
217416,5,8,7,6,0,0,4,0,0,0
166163,6,2,3,1,0,2,0,0,0,0
63928,4,5,3,4,4,0,0,0,0,0
140743,2,2,1,2,0,4,0,0,0,0
92777,6,8,5,8,7,0,0,0,0,0
105750,1,4,7,6,0,8,0,0,0,0
43073,5,7,2,6,0,7,0,0,0,0
156386,3,6,7,8,0,8,0,0,0,0
147162,5,0,0,8,0,0,0,2,5,7
100975,4,0,0,4,0,0,0,3,3,1
178103,4,0,0,3,0,0,0,2,2,5
157761,2,0,0,2,0,0,0,2,1,1
215528,6,6,7,8,0,0,4,0,0,0
14168,2,6,3,4,1,0,0,0,0,0
185011,5,7,6,7,0,8,0,0,0,0
63791,3,1,1,3,0,0,2,0,0,0
114704,1,0,0,6,0,0,0,2,1,1
194545,4,0,0,3,0,0,0,1,1,2
155165,5,4,6,8,6,0,0,0,0,0
60323,1,4,2,3,0,4,0,0,0,0
82903,1,5,5,5,0,0,1,0,0,0
201163,1,0,0,3,0,0,0,1,3,1
214282,8,7,5,8,0,0,7,0,0,0
218010,2,2,6,8,0,4,0,0,0,0
191001,5,4,4,7,4,0,0,0,0,0
23215,1,4,5,4,4,0,0,0,0,0
70434,4,1,1,1,0,0,1,0,0,0
44291,3,2,3,4,0,0,2,0,0,0
73346,2,5,3,2,0,0,2,0,0,0
12907,1,1,1,1,0,1,0,0,0,0
56007,5,6,5,7,0,0,2,0,0,0
2432,1,7,3,2,0,6,0,0,0,0
56073,4,4,4,3,0,0,1,0,0,0
133692,6,8,8,5,0,0,2,0,0,0
210603,1,0,0,4,0,0,0,1,1,2
143209,1,0,0,6,0,0,0,4,3,7
111710,4,4,3,3,0,0,1,0,0,0
48878,3,1,1,2,0,0,2,0,0,0
172212,1,1,2,1,0,0,2,0,0,0
21817,1,3,3,2,0,2,0,0,0,0
160478,3,2,2,3,1,0,0,0,0,0
199226,5,0,0,4,0,0,0,3,2,6
108823,1,0,0,6,0,0,0,4,4,3
169641,4,5,7,8,7,0,0,0,0,0
140517,4,3,3,5,0,0,2,0,0,0
110551,1,2,3,2,0,0,3,0,0,0
195878,6,8,8,8,8,0,0,0,0,0
136174,2,3,4,3,6,0,0,0,0,0
186346,1,2,2,1,0,1,0,0,0,0
3285,1,0,0,1,0,0,0,1,1,1
157082,4,5,8,8,0,0,1,0,0,0
47907,3,1,2,1,0,0,0,3,0,0
31067,4,0,0,8,0,0,0,8,6,7
89076,5,4,4,3,0,0,2,0,0,0
103664,1,6,7,5,0,0,2,0,0,0
221334,1,8,6,8,0,3,0,0,0,0
167128,6,7,6,7,0,0,6,0,0,0
217169,2,1,2,2,2,0,0,0,0,0
184544,3,0,0,7,0,0,0,3,2,3
93350,4,2,2,2,0,0,1,0,0,0
167686,4,4,6,7,0,0,5,0,0,0
206761,6,4,4,6,0,1,0,0,0,0
195411,3,4,6,5,0,6,0,0,0,0
184319,1,4,3,4,1,0,0,0,0,0
170510,4,8,5,8,7,0,0,0,0,0
83518,4,0,0,5,0,0,0,1,1,1
134069,5,8,6,7,0,0,4,0,0,0
34156,2,5,3,6,0,0,5,0,0,0
188730,2,3,3,1,4,0,0,0,0,0
178206,2,0,0,4,0,0,0,1,1,1
197740,3,1,1,1,1,0,0,0,0,0
107242,2,3,1,5,0,1,0,0,0,0
88796,2,1,1,1,0,0,4,0,0,0
70660,3,2,1,1,0,4,0,0,0,0
41133,3,7,4,5,4,0,0,0,0,0
45919,1,1,1,2,0,1,0,0,0,0
115596,1,3,5,3,0,0,6,0,0,0
33847,1,2,2,4,3,0,0,0,0,0
196972,2,4,3,7,0,0,2,0,0,0
27380,5,8,6,7,0,6,0,0,0,0
205372,3,0,0,2,0,0,0,1,1,2
62796,2,0,0,3,0,0,0,1,2,3
5590,3,2,2,3,0,1,0,0,0,0
172259,3,7,5,8,0,0,3,0,0,0
221860,2,2,3,4,0,4,0,0,0,0
220024,2,2,5,2,0,2,0,0,0,0
26395,4,6,8,6,0,0,5,0,0,0
157025,1,0,0,1,0,0,0,3,2,2
190048,1,3,3,5,0,0,3,0,0,0
74992,7,8,7,7,0,0,5,0,0,0
81706,6,3,2,5,0,0,3,0,0,0
52536,1,4,5,5,0,0,1,0,0,0
33541,4,3,2,3,0,4,0,0,0,0
38504,2,1,1,1,0,0,4,0,0,0
147615,1,3,3,5,0,0,2,0,0,0
212327,5,7,5,8,0,6,0,0,0,0
87557,5,6,6,7,0,0,6,0,0,0
90666,4,4,6,4,6,0,0,0,0,0
217583,1,1,3,1,0,0,2,0,0,0
134364,3,1,1,1,1,0,0,0,0,0
135999,3,4,4,5,0,1,0,0,0,0
170220,5,5,6,6,0,0,4,0,0,0
115548,6,5,8,8,5,0,0,0,0,0
184382,3,7,5,5,0,7,0,0,0,0
119057,4,2,2,2,0,1,0,0,0,0
53498,4,4,2,5,0,0,3,0,0,0
96101,3,2,4,5,0,4,0,0,0,0
65204,6,5,5,1,0,0,2,0,0,0
178236,4,0,0,4,0,0,0,1,1,3
183784,3,7,8,8,7,0,0,0,0,0
114163,3,3,3,4,0,1,0,0,0,0
118639,2,1,1,1,0,1,0,0,0,0
48316,2,4,3,2,0,0,1,0,0,0
48310,4,5,7,4,0,8,0,0,0,0
197283,2,0,0,1,0,0,0,1,1,1
168492,6,0,0,7,0,0,0,4,5,8
34380,2,1,1,1,0,0,1,0,0,0
190375,1,2,4,3,0,4,0,0,0,0
45918,2,5,3,5,3,0,0,0,0,0
76377,6,0,0,3,0,0,0,2,1,2
172605,3,1,2,1,1,0,0,0,0,0
44074,2,4,3,3,0,0,0,3,0,0
90515,5,3,4,2,0,0,6,0,0,0
77131,5,1,2,1,7,0,0,0,0,0
39476,6,0,0,4,0,0,0,2,2,2
221478,1,2,2,3,2,0,0,0,0,0
146296,2,2,2,4,3,0,0,0,0,0
199513,2,2,2,3,0,2,0,0,0,0
78314,3,0,0,2,0,0,0,1,1,2
107340,3,1,1,1,0,1,0,0,0,0
57758,1,5,5,4,0,5,0,0,0,0
215186,1,1,3,3,2,0,0,0,0,0
121477,3,4,4,4,3,0,0,0,0,0
83113,1,1,1,1,2,0,0,0,0,0
91471,1,0,0,1,0,0,0,1,1,1
72912,4,0,0,4,0,0,0,5,3,2
217546,5,2,3,3,0,0,4,0,0,0
82491,5,0,0,8,0,0,0,3,5,4
150896,7,5,3,4,0,0,3,0,0,0
154452,1,1,1,1,1,0,0,0,0,0
168588,4,5,5,7,0,7,0,0,0,0
140425,3,0,0,3,0,0,0,1,2,1
156020,4,8,8,6,8,0,0,0,0,0
45811,2,0,0,6,0,0,0,2,2,3
11180,1,4,5,8,7,0,0,0,0,0
201805,1,3,2,1,0,1,0,0,0,0
13766,3,0,0,2,0,0,0,3,2,1
72846,4,5,8,6,0,0,4,0,0,0
168613,2,1,1,1,1,0,0,0,0,0
152103,3,3,5,4,4,0,0,0,0,0
154242,2,4,5,5,7,0,0,0,0,0
93737,1,3,4,8,0,3,0,0,0,0
106951,2,3,2,3,0,0,1,0,0,0
77046,2,2,3,2,0,0,2,0,0,0
154230,4,0,0,7,0,0,0,5,5,7
434,2,1,2,1,0,3,0,0,0,0
162220,2,3,5,4,0,0,3,0,0,0
49357,2,4,3,6,0,3,0,0,0,0
22001,1,0,0,4,0,0,0,2,4,3
148543,1,2,2,1,0,0,0,1,0,0
87887,2,1,1,1,0,0,1,0,0,0
73129,4,0,0,5,0,0,0,2,2,3
21392,6,8,8,8,0,0,2,0,0,0
222187,2,3,4,1,0,6,0,0,0,0
189137,1,0,0,7,0,0,0,3,2,3
167773,1,2,2,2,0,0,4,0,0,0
186308,3,2,1,2,2,0,0,0,0,0
205898,2,3,2,4,3,0,0,0,0,0
118785,2,0,0,1,0,0,0,1,1,2
124913,4,0,0,4,0,0,0,1,2,1
178235,4,4,7,5,0,5,0,0,0,0
34751,2,3,1,4,0,0,4,0,0,0
58839,3,4,3,3,0,0,2,0,0,0
167430,1,0,0,1,0,0,0,1,1,1
110770,1,1,2,2,0,1,0,0,0,0
220572,1,1,2,4,0,0,1,0,0,0
38298,1,6,5,8,7,0,0,0,0,0
3358,3,2,4,3,0,0,3,0,0,0
146149,4,7,4,6,3,0,0,0,0,0
134251,4,3,4,2,3,0,0,0,0,0
117529,4,0,0,8,0,0,1,0,4,2
113487,2,4,6,3,0,0,1,0,0,0
67273,2,4,4,2,5,0,0,0,0,0
163831,4,2,3,5,1,0,0,0,0,0
204441,2,0,0,3,0,0,0,1,1,2
208871,2,3,2,4,0,0,1,0,0,0
80107,7,0,0,7,0,0,8,7,5,0
154467,2,3,1,2,0,0,1,0,0,0
39073,5,4,5,5,0,0,6,0,0,0
135862,1,0,0,1,0,0,0,1,1,1
117867,5,6,5,8,0,7,0,0,0,0
64377,2,5,4,6,0,0,1,0,0,0
99803,1,5,6,3,5,0,0,0,0,0
99977,6,3,3,6,0,0,2,0,0,0
36198,3,1,1,1,1,0,0,0,0,0
192036,5,0,0,8,0,0,0,4,2,4
216031,3,3,4,7,0,4,0,0,0,0
984,1,0,0,2,0,0,0,2,1,2
134564,3,4,3,5,7,0,0,0,0,0
140835,1,1,1,2,0,0,2,0,0,0
188275,2,8,8,8,0,0,1,0,0,0
4828,4,0,0,3,0,0,0,3,1,2
14413,1,1,1,1,0,1,0,0,0,0
20719,2,0,0,1,0,0,0,1,1,2
8197,5,6,5,3,0,0,5,0,0,0
213093,1,2,2,2,2,0,0,0,0,0
181072,2,2,1,2,0,0,1,0,0,0
162889,7,8,8,8,8,0,0,0,0,0
165477,1,1,1,1,0,1,0,0,0,0
134317,6,3,1,3,0,2,0,0,0,0
155525,1,4,3,4,0,0,3,0,0,0
171689,3,2,2,1,0,0,2,0,0,0
193463,5,8,5,7,8,0,0,0,0,0
59942,3,3,4,5,4,0,0,0,0,0
121490,4,2,3,3,0,0,2,0,0,0
197431,4,6,7,8,0,0,1,0,0,0
186719,4,7,4,4,3,0,0,0,0,0
118670,3,2,2,1,0,0,1,0,0,0
203356,3,4,6,5,0,0,2,0,0,0
37680,3,0,0,4,0,0,0,2,3,3
221292,1,4,3,4,5,0,0,0,0,0
81330,4,4,4,3,4,0,0,0,0,0
175475,1,3,4,3,4,0,0,0,0,0
11101,3,3,4,5,7,0,0,0,0,0
43889,3,5,3,7,0,0,5,0,0,0
21356,4,3,3,2,0,0,3,0,0,0
144770,4,3,5,3,6,0,0,0,0,0
7600,3,3,6,4,0,0,5,0,0,0
110388,5,4,5,3,7,0,0,0,0,0
184196,7,5,6,8,0,4,0,0,0,0
70818,1,4,3,2,3,0,0,0,0,0
70297,4,8,8,8,0,0,5,0,0,0
106273,3,0,0,8,0,0,0,2,5,3
98219,1,8,7,7,0,0,4,0,0,0
139616,1,1,1,3,0,1,0,0,0,0
6826,5,7,8,8,0,0,5,0,0,0
49594,1,1,1,1,1,0,0,0,0,0
100599,6,8,8,7,0,0,5,0,0,0
140527,3,7,5,5,0,0,7,0,0,0
40387,4,4,5,5,8,0,0,0,0,0
169542,5,7,6,5,0,0,6,0,0,0
179479,1,3,2,5,0,0,2,0,0,0
88432,6,5,6,4,0,0,2,0,0,0
203020,1,0,0,6,0,0,0,4,1,1
203859,4,5,6,5,0,0,5,0,0,0
84801,2,2,3,1,1,0,0,0,0,0
183141,1,3,2,3,0,5,0,0,0,0
93530,1,1,1,2,0,1,0,0,0,0
221446,3,0,0,2,0,0,0,2,3,3
15041,6,4,3,4,8,0,0,0,0,0
64242,1,2,3,2,0,2,0,0,0,0
86531,3,0,0,4,0,0,0,2,1,2
208072,4,5,5,7,0,6,0,0,0,0
78420,5,7,7,6,0,0,6,0,0,0
164938,6,0,8,8,7,0,6,0,0,0
105092,2,0,0,3,0,0,0,1,3,1
197437,3,0,0,1,0,0,0,1,1,2
221413,4,6,7,8,0,0,3,0,0,0
8245,1,1,2,2,0,0,1,0,0,0
70330,2,0,0,3,0,0,0,2,2,1
122242,4,0,0,8,0,0,0,6,6,5
203262,5,0,0,8,0,0,0,5,6,5
27944,1,1,1,1,0,0,3,0,0,0
19617,2,6,4,5,0,0,1,0,0,0
182301,3,4,1,4,0,0,5,0,0,0
46516,2,5,6,7,6,0,0,0,0,0
22515,1,0,0,1,0,0,0,1,2,1
97612,3,0,0,2,0,0,0,1,1,1
197785,5,8,7,8,0,7,0,0,0,0
3688,1,4,4,7,0,6,0,0,0,0
33594,3,6,6,8,5,0,0,0,0,0
2045,2,1,1,3,0,0,2,0,0,0
76079,3,0,0,4,0,0,0,3,2,3
174795,6,6,6,7,8,0,0,0,0,0
116648,4,5,5,5,0,0,6,0,0,0
189929,2,4,4,4,0,0,1,0,0,0
157524,3,4,2,3,0,0,2,0,0,0
84261,2,1,1,1,2,0,0,0,0,0
62533,5,0,0,3,0,0,3,0,4,2
173584,2,2,3,3,0,2,0,0,0,0
62276,6,4,3,4,0,0,5,0,0,0
176774,1,4,3,2,0,0,0,1,0,0
181006,3,5,4,4,0,0,2,0,0,0
27967,3,1,1,1,0,0,1,0,0,0
41658,4,6,6,7,0,0,4,0,0,0
54140,2,1,2,2,0,0,4,0,0,0
69127,3,1,2,1,0,0,4,0,0,0
158642,2,1,1,2,2,0,0,0,0,0
115055,4,7,5,7,0,5,0,0,0,0
63098,5,5,5,4,0,0,6,0,0,0
55439,8,8,7,7,0,0,5,0,0,0
218785,3,0,0,1,0,0,0,2,1,1
26806,5,0,0,3,0,0,0,2,4,3
42436,2,2,1,3,3,0,0,0,0,0
73158,1,8,3,5,0,0,2,0,0,0
197071,3,4,5,4,5,0,0,0,0,0
188658,4,2,3,3,3,0,0,0,0,0
14704,3,6,7,6,0,0,3,0,0,0
151752,3,2,2,2,2,0,0,0,0,0
19807,1,3,1,1,0,2,0,0,0,0
128315,3,2,2,1,0,0,2,0,0,0
170070,4,0,0,6,0,0,0,2,3,4
144254,2,1,1,1,0,0,4,0,0,0
201846,1,4,3,3,0,0,2,0,0,0
62532,3,0,0,5,0,0,0,6,6,5
127258,2,2,2,5,0,0,6,0,0,0
182271,2,2,3,4,0,2,0,0,0,0
18974,2,0,0,3,0,0,0,1,1,1
94716,2,2,2,2,5,0,0,0,0,0
118415,1,3,2,2,0,0,4,0,0,0
204216,2,0,0,8,0,0,0,2,4,3
93568,3,6,5,8,6,0,0,0,0,0
207220,1,2,2,1,4,0,0,0,0,0
166601,1,0,0,2,0,0,0,1,1,2
38094,1,4,5,4,0,5,0,0,0,0
3906,7,8,7,8,5,0,0,0,0,0
206827,2,3,5,1,0,3,0,0,0,0
201037,3,4,5,6,0,2,0,0,0,0
92298,4,0,0,6,0,0,0,2,2,2
58926,1,0,0,2,0,0,0,1,1,1
65868,5,8,6,8,0,0,3,0,0,0
212426,2,2,4,2,0,0,2,0,0,0
14205,1,1,1,1,0,0,1,0,0,0
17597,2,1,6,3,6,0,0,0,0,0
124710,3,0,0,2,0,0,0,1,2,1
82232,2,1,2,3,0,0,1,0,0,0
186622,4,6,6,6,0,0,4,0,0,0
128383,3,7,5,6,0,0,4,0,0,0
90148,4,5,5,4,0,0,2,0,0,0
